item_id,item_idx
901,565
902,566
903,567
904,568
905,569
906,570
907,571
908,572
909,573
910,574
911,575
912,576
913,577
914,578
915,579
916,580
917,581
918,582
919,583
920,584
921,585
922,586
923,587
924,588
926,589
927,590
928,591
930,592
931,593
932,594
933,595
934,596
935,597
936,598
937,599
938,600
940,601
941,602
942,603
943,604
944,605
945,606
946,607
947,608
948,609
949,610
950,611
951,612
952,613
953,614
954,615
955,616
956,617
961,618
965,619
968,620
969,621
971,622
973,623
984,624
986,625
990,626
991,627
994,628
996,629
998,630
999,631
1004,632
1006,633
1009,634
1010,635
1011,636
1012,637
1013,638
1014,639
1015,640
1017,641
1019,642
1020,643
1021,644
1022,645
1023,646
1024,647
1025,648
1027,649
1028,650
1029,651
1030,652
1031,653
1032,654
1033,655
1034,656
1035,657
1036,658
1037,659
1041,660
1042,661
1046,662
1047,663
1049,664
1050,665
1051,666
1056,667
1057,668
1059,669
1060,670
1061,671
1064,672
1066,673
1073,674
1077,675
1078,676
1079,677
1080,678
1081,679
1082,680
1083,681
1084,682
1085,683
1086,684
1088,685
1089,686
1090,687
1091,688
1092,689
1093,690
1094,691
1095,692
1096,693
1097,694
1099,695
1100,696
1101,697
1103,698
1104,699
1105,700
1111,701
1112,702
1116,703
1120,704
1121,705
1123,706
1124,707
1125,708
1126,709
1127,710
1129,711
1130,712
1131,713
1132,714
1135,715
1136,716
1137,717
1140,718
1144,719
1147,720
1148,721
1150,722
1151,723
1161,724
1167,725
1171,726
1172,727
1173,728
1175,729
1176,730
1177,731
1178,732
1179,733
1183,734
1184,735
1185,736
1186,737
1187,738
1188,739
1189,740
1190,741
1191,742
1192,743
1193,744
1194,745
1196,746
1197,747
1198,748
1199,749
1200,750
1201,751
1202,752
1203,753
1204,754
1206,755
1207,756
1208,757
1209,758
1210,759
1211,760
1212,761
1213,762
1214,763
1215,764
1216,765
1217,766
1218,767
1219,768
1220,769
1221,770
1222,771
1223,772
1224,773
1225,774
1226,775
1227,776
1228,777
1230,778
1231,779
1232,780
1233,781
1234,782
1235,783
1236,784
1237,785
1238,786
1240,787
1241,788
1242,789
1243,790
1244,791
1245,792
1246,793
1247,794
1248,795
1249,796
1250,797
1251,798
1252,799
1253,800
1254,801
1256,802
1257,803
1258,804
1259,805
1260,806
1261,807
1262,808
1263,809
1264,810
1265,811
1266,812
1267,813
1268,814
1269,815
1270,816
1271,817
1272,818
1273,819
1274,820
1275,821
1276,822
1277,823
1278,824
1279,825
1280,826
1281,827
1282,828
1283,829
1284,830
1285,831
1286,832
1287,833
1288,834
1289,835
1290,836
1291,837
1292,838
1293,839
1295,840
1296,841
1297,842
1298,843
1299,844
1300,845
1301,846
1302,847
1303,848
1304,849
1305,850
1306,851
1307,852
1310,853
1320,854
1321,855
1327,856
1332,857
1333,858
1334,859
1337,860
1339,861
1341,862
1342,863
1343,864
1344,865
1345,866
1346,867
1347,868
1348,869
1349,870
1350,871
1353,872
1354,873
1356,874
1357,875
1358,876
1359,877
1361,878
1363,879
1365,880
1366,881
1367,882
1370,883
1371,884
1372,885
1373,886
1374,887
1375,888
1376,889
1377,890
1378,891
1379,892
1380,893
1381,894
1385,895
1387,896
1388,897
1390,898
1391,899
1392,900
1393,901
1394,902
1395,903
1396,904
1397,905
1399,906
1401,907
1405,908
1406,909
1407,910
1408,911
1409,912
1411,913
1413,914
1414,915
1415,916
1416,917
1419,918
1422,919
1423,920
1429,921
1431,922
1432,923
1437,924
1438,925
1441,926
1442,927
1446,928
1447,929
1449,930
1454,931
1457,932
1458,933
1459,934
1461,935
1464,936
1465,937
1466,938
1468,939
1473,940
1474,941
1475,942
1476,943
1479,944
1480,945
1483,946
1484,947
1485,948
1487,949
1488,950
1489,951
1496,952
1497,953
1498,954
1499,955
1500,956
1503,957
1513,958
1517,959
1518,960
1527,961
1529,962
1533,963
1537,964
1541,965
1542,966
1544,967
1545,968
1549,969
1552,970
1554,971
1562,972
1564,973
1565,974
1566,975
1569,976
1571,977
1573,978
1580,979
1584,980
1586,981
1587,982
1588,983
1589,984
1590,985
1591,986
1593,987
1594,988
1596,989
1597,990
1600,991
1603,992
1604,993
1605,994
1606,995
1608,996
1610,997
1611,998
1613,999
1614,1000
1615,1001
1616,1002
1617,1003
1619,1004
1620,1005
1625,1006
1626,1007
1627,1008
1629,1009
1631,1010
1633,1011
1635,1012
1639,1013
1641,1014
1643,1015
1644,1016
1645,1017
1648,1018
1650,1019
1652,1020
1653,1021
1655,1022
1656,1023
1658,1024
1659,1025
1663,1026
1665,1027
1670,1028
1672,1029
1673,1030
1674,1031
1676,1032
1678,1033
1680,1034
1682,1035
1683,1036
1684,1037
1686,1038
1687,1039
1688,1040
1689,1041
1690,1042
1693,1043
1694,1044
1695,1045
1696,1046
1699,1047
1701,1048
1702,1049
1703,1050
1704,1051
1707,1052
1711,1053
1713,1054
1717,1055
1718,1056
1719,1057
1721,1058
1722,1059
1726,1060
1727,1061
1729,1062
1730,1063
1732,1064
1733,1065
1734,1066
1735,1067
1739,1068
1747,1069
1748,1070
1753,1071
1754,1072
1755,1073
1759,1074
1762,1075
1767,1076
1769,1077
1771,1078
1772,1079
1777,1080
1779,1081
1783,1082
1784,1083
1785,1084
1792,1085
1793,1086
1797,1087
1799,1088
1801,1089
1804,1090
1805,1091
1809,1092
1810,1093
1812,1094
1827,1095
1831,1096
1833,1097
1834,1098
1835,1099
1836,1100
1840,1101
1844,1102
1845,1103
1848,1104
1855,1105
1856,1106
1859,1107
1866,1108
1873,1109
1875,1110
1876,1111
1883,1112
1884,1113
1885,1114
1888,1115
1889,1116
1892,1117
1893,1118
1894,1119
1895,1120
1897,1121
1900,1122
1902,1123
1904,1124
1907,1125
1909,1126
1911,1127
1912,1128
1913,1129
1914,1130
1916,1131
1917,1132
1918,1133
1920,1134
1921,1135
1922,1136
1923,1137
1924,1138
1927,1139
1929,1140
1931,1141
1934,1142
1936,1143
1938,1144
1939,1145
1940,1146
1941,1147
1942,1148
1944,1149
1945,1150
1946,1151
1947,1152
1948,1153
1949,1154
1950,1155
1951,1156
1952,1157
1953,1158
1954,1159
1955,1160
1956,1161
1957,1162
1958,1163
1959,1164
1960,1165
1961,1166
1962,1167
1963,1168
1964,1169
1965,1170
1966,1171
1967,1172
1968,1173
1969,1174
1970,1175
1971,1176
1972,1177
1974,1178
1975,1179
1976,1180
1977,1181
1982,1182
1990,1183
1991,1184
1994,1185
1997,1186
1999,1187
2000,1188
2001,1189
2002,1190
2003,1191
2004,1192
2005,1193
2006,1194
2007,1195
2009,1196
2010,1197
2011,1198
2012,1199
2013,1200
2014,1201
2015,1202
2017,1203
2018,1204
2019,1205
2020,1206
2021,1207
2022,1208
2023,1209
2024,1210
2025,1211
2028,1212
2033,1213
2034,1214
2035,1215
2037,1216
2040,1217
2041,1218
2046,1219
2048,1220
2050,1221
2051,1222
2052,1223
2054,1224
2057,1225
2058,1226
2059,1227
2060,1228
2064,1229
2065,1230
2066,1231
2067,1232
2068,1233
2069,1234
2070,1235
2072,1236
2073,1237
2074,1238
2075,1239
2076,1240
2077,1241
2078,1242
2080,1243
2081,1244
2082,1245
2083,1246
2084,1247
2085,1248
2087,1249
2088,1250
2089,1251
2090,1252
2092,1253
2093,1254
2094,1255
2096,1256
2097,1257
2099,1258
2100,1259
2102,1260
2103,1261
2104,1262
2105,1263
2106,1264
2108,1265
2109,1266
2110,1267
2111,1268
2112,1269
2114,1270
2115,1271
2116,1272
2117,1273
2118,1274
2122,1275
2123,1276
2124,1277
2125,1278
2126,1279
2130,1280
2131,1281
2132,1282
2133,1283
2134,1284
2135,1285
2136,1286
2137,1287
2138,1288
2139,1289
2140,1290
2141,1291
2143,1292
2144,1293
2145,1294
2146,1295
2148,1296
2149,1297
2150,1298
2151,1299
2153,1300
2155,1301
2156,1302
2159,1303
2160,1304
2161,1305
2165,1306
2167,1307
2169,1308
2171,1309
2174,1310
2175,1311
2176,1312
2178,1313
2181,1314
2182,1315
2183,1316
2184,1317
2185,1318
2186,1319
2193,1320
2194,1321
2195,1322
2196,1323
2201,1324
2202,1325
2203,1326
2204,1327
2206,1328
2208,1329
2212,1330
2227,1331
2231,1332
2232,1333
2236,1334
2239,1335
2240,1336
2241,1337
2243,1338
2245,1339
2247,1340
2248,1341
2249,1342
2253,1343
2257,1344
2259,1345
2261,1346
2262,1347
2263,1348
2266,1349
2268,1350
2269,1351
2273,1352
2275,1353
2278,1354
2282,1355
2283,1356
2287,1357
2288,1358
2289,1359
2290,1360
2291,1361
2294,1362
2295,1363
2296,1364
2297,1365
2298,1366
2300,1367
2301,1368
2302,1369
2303,1370
2304,1371
2310,1372
2311,1373
2312,1374
2313,1375
2314,1376
2316,1377
2318,1378
2320,1379
2321,1380
2322,1381
2323,1382
2324,1383
2325,1384
2327,1385
2328,1386
2329,1387
2330,1388
2331,1389
2333,1390
2334,1391
2335,1392
2336,1393
2337,1394
2338,1395
2340,1396
2342,1397
2344,1398
2346,1399
2348,1400
2349,1401
2350,1402
2351,1403
2352,1404
2353,1405
2354,1406
2355,1407
2357,1408
2358,1409
2359,1410
2360,1411
2361,1412
2362,1413
2366,1414
2367,1415
2369,1416
2371,1417
2372,1418
2373,1419
2374,1420
2375,1421
2376,1422
2377,1423
2378,1424
2379,1425
2380,1426
2381,1427
2382,1428
2384,1429
2387,1430
2388,1431
2390,1432
2391,1433
2393,1434
2394,1435
2395,1436
2396,1437
2398,1438
2401,1439
2402,1440
2403,1441
2405,1442
2406,1443
2407,1444
2409,1445
2410,1446
2411,1447
2413,1448
2414,1449
2416,1450
2418,1451
2419,1452
2420,1453
2421,1454
2423,1455
2424,1456
2425,1457
2427,1458
2428,1459
2429,1460
2430,1461
2431,1462
2432,1463
2433,1464
2435,1465
2436,1466
2439,1467
2442,1468
2443,1469
2445,1470
2447,1471
2450,1472
2454,1473
2455,1474
2456,1475
2457,1476
2458,1477
2459,1478
2463,1479
2467,1480
2469,1481
2470,1482
2471,1483
2472,1484
2474,1485
2475,1486
2476,1487
2477,1488
2478,1489
2481,1490
2485,1491
2488,1492
2490,1493
2491,1494
2492,1495
2493,1496
2494,1497
2495,1498
2496,1499
2497,1500
2500,1501
2501,1502
2502,1503
2503,1504
2504,1505
2505,1506
2506,1507
2511,1508
2512,1509
2513,1510
2517,1511
2518,1512
2521,1513
2522,1514
2524,1515
2527,1516
2528,1517
2529,1518
2530,1519
2531,1520
2532,1521
2533,1522
2534,1523
2539,1524
2541,1525
2542,1526
2546,1527
2549,1528
2550,1529
2551,1530
2553,1531
2554,1532
2557,1533
2558,1534
2560,1535
2563,1536
2565,1537
2567,1538
2568,1539
2570,1540
2571,1541
2572,1542
2575,1543
2579,1544
2580,1545
2581,1546
2582,1547
2583,1548
2585,1549
2587,1550
2593,1551
2594,1552
2596,1553
2598,1554
2599,1555
2600,1556
2605,1557
2606,1558
2607,1559
2609,1560
2612,1561
2613,1562
2615,1563
2616,1564
2617,1565
2618,1566
2622,1567
2624,1568
2628,1569
2630,1570
2632,1571
2633,1572
2634,1573
2639,1574
2640,1575
2641,1576
2644,1577
2648,1578
2654,1579
2657,1580
2660,1581
2662,1582
2664,1583
2668,1584
2669,1585
2670,1586
2671,1587
2672,1588
2676,1589
2677,1590
2682,1591
2683,1592
2686,1593
2687,1594
2688,1595
2690,1596
2691,1597
2692,1598
2693,1599
2694,1600
2696,1601
2699,1602
2700,1603
2701,1604
2702,1605
2706,1606
2707,1607
2708,1608
2709,1609
2710,1610
2712,1611
2713,1612
2716,1613
2717,1614
2718,1615
2720,1616
2722,1617
2723,1618
2724,1619
2726,1620
2728,1621
2729,1622
2730,1623
2731,1624
2732,1625
2734,1626
2735,1627
2736,1628
2737,1629
2738,1630
2739,1631
2744,1632
2745,1633
2746,1634
2747,1635
2749,1636
2750,1637
2751,1638
2752,1639
2759,1640
2761,1641
2762,1642
2763,1643
2764,1644
2769,1645
2770,1646
2771,1647
2772,1648
2779,1649
2782,1650
2788,1651
2789,1652
2791,1653
2792,1654
2795,1655
2796,1656
2797,1657
2801,1658
2802,1659
2803,1660
2804,1661
2805,1662
2806,1663
2807,1664
2808,1665
2810,1666
2819,1667
2820,1668
2822,1669
2824,1670
2826,1671
2829,1672
2836,1673
2839,1674
2840,1675
2841,1676
2843,1677
2844,1678
2846,1679
2848,1680
2851,1681
2852,1682
2857,1683
2858,1684
2859,1685
2861,1686
2863,1687
2865,1688
2866,1689
2867,1690
2870,1691
2871,1692
2872,1693
2874,1694
2875,1695
2877,1696
2879,1697
2880,1698
2881,1699
2883,1700
2889,1701
2890,1702
2891,1703
2894,1704
2897,1705
2899,1706
2901,1707
2905,1708
2906,1709
2907,1710
2908,1711
2912,1712
2915,1713
2916,1714
2917,1715
2918,1716
2919,1717
2921,1718
2922,1719
2924,1720
2925,1721
2926,1722
2927,1723
2928,1724
2931,1725
2932,1726
2935,1727
2936,1728
2937,1729
2940,1730
2941,1731
2942,1732
2943,1733
2944,1734
2946,1735
2947,1736
2948,1737
2949,1738
2950,1739
2951,1740
2952,1741
2953,1742
2956,1743
2959,1744
2966,1745
2967,1746
2968,1747
2969,1748
2970,1749
2971,1750
2972,1751
2973,1752
2976,1753
2977,1754
2978,1755
2983,1756
2984,1757
2985,1758
2986,1759
2987,1760
2988,1761
2989,1762
2990,1763
2991,1764
2993,1765
2996,1766
2997,1767
3000,1768
3002,1769
3003,1770
3004,1771
3005,1772
3006,1773
3007,1774
3008,1775
3010,1776
3011,1777
3013,1778
3015,1779
3016,1780
3017,1781
3018,1782
3019,1783
3020,1784
3022,1785
3024,1786
3029,1787
3030,1788
3032,1789
3033,1790
3034,1791
3035,1792
3036,1793
3037,1794
3038,1795
3039,1796
3040,1797
3041,1798
3044,1799
3045,1800
3046,1801
3052,1802
3053,1803
3055,1804
3056,1805
3057,1806
3060,1807
3061,1808
3062,1809
3063,1810
3066,1811
3067,1812
3068,1813
3070,1814
3071,1815
3072,1816
3073,1817
3074,1818
3075,1819
3076,1820
3077,1821
3078,1822
3079,1823
3081,1824
3082,1825
3083,1826
3086,1827
3087,1828
3088,1829
3089,1830
3090,1831
3091,1832
3093,1833
3094,1834
3095,1835
3096,1836
3097,1837
3098,1838
3099,1839
3100,1840
3101,1841
3102,1842
3104,1843
3105,1844
3107,1845
3108,1846
3109,1847
3111,1848
3113,1849
3114,1850
3115,1851
3117,1852
3120,1853
3125,1854
3129,1855
3130,1856
3134,1857
3135,1858
3142,1859
3145,1860
3146,1861
3147,1862
3148,1863
3150,1864
3152,1865
3153,1866
3155,1867
3156,1868
3157,1869
3158,1870
3159,1871
3160,1872
3161,1873
3163,1874
3165,1875
3167,1876
3168,1877
3169,1878
3171,1879
3173,1880
3174,1881
3175,1882
3176,1883
3177,1884
3178,1885
3179,1886
3181,1887
3182,1888
3185,1889
3186,1890
3189,1891
3190,1892
3194,1893
3196,1894
3197,1895
3198,1896
3200,1897
3201,1898
3203,1899
3204,1900
3208,1901
3210,1902
3211,1903
3213,1904
3214,1905
3217,1906
3219,1907
3221,1908
3223,1909
3224,1910
3230,1911
3235,1912
3240,1913
3241,1914
3243,1915
3244,1916
3246,1917
3247,1918
3248,1919
3249,1920
3250,1921
3251,1922
3252,1923
3253,1924
3254,1925
3255,1926
3256,1927
3257,1928
3258,1929
3259,1930
3260,1931
3261,1932
3262,1933
3263,1934
3264,1935
3265,1936
3266,1937
3267,1938
3269,1939
3270,1940
3271,1941
3272,1942
3273,1943
3274,1944
3275,1945
3283,1946
3285,1947
3286,1948
3287,1949
3289,1950
3295,1951
3296,1952
3298,1953
3299,1954
3300,1955
3301,1956
3302,1957
3303,1958
3306,1959
3307,1960
3308,1961
3310,1962
3316,1963
3317,1964
3323,1965
3326,1966
3327,1967
3328,1968
3329,1969
3330,1970
3334,1971
3341,1972
3342,1973
3344,1974
3347,1975
3350,1976
3353,1977
3354,1978
3355,1979
3357,1980
3358,1981
3359,1982
3360,1983
3361,1984
3362,1985
3363,1986
3364,1987
3365,1988
3372,1989
3374,1990
3378,1991
3384,1992
3385,1993
3386,1994
3387,1995
3388,1996
3392,1997
3396,1998
3397,1999
3398,2000
3401,2001
3402,2002
3403,2003
3404,2004
3406,2005
3408,2006
3409,2007
3410,2008
3412,2009
3414,2010
3415,2011
3418,2012
3420,2013
3421,2014
3422,2015
3424,2016
3425,2017
3426,2018
3429,2019
3430,2020
3435,2021
3436,2022
3438,2023
3439,2024
3440,2025
3441,2026
3444,2027
3445,2028
3446,2029
3447,2030
3448,2031
3449,2032
3450,2033
3451,2034
3452,2035
3453,2036
3459,2037
3461,2038
3462,2039
3466,2040
3467,2041
3468,2042
3469,2043
3470,2044
3471,2045
3473,2046
3474,2047
3475,2048
3476,2049
3477,2050
3479,2051
3480,2052
3481,2053
3483,2054
3484,2055
3489,2056
3492,2057
3494,2058
3496,2059
3498,2060
3499,2061
3500,2062
3501,2063
3502,2064
3503,2065
3504,2066
3505,2067
3506,2068
3507,2069
3508,2070
3510,2071
3511,2072
3512,2073
3513,2074
3515,2075
3516,2076
3521,2077
3524,2078
3525,2079
3526,2080
3527,2081
3528,2082
3529,2083
3531,2084
3534,2085
3535,2086
3536,2087
3537,2088
3538,2089
3539,2090
3543,2091
3546,2092
3548,2093
3549,2094
3550,2095
3551,2096
3552,2097
3555,2098
3556,2099
3557,2100
3559,2101
3565,2102
3566,2103
3567,2104
3568,2105
3569,2106
3571,2107
3576,2108
3578,2109
3580,2110
3581,2111
3586,2112
3591,2113
3592,2114
3593,2115
3594,2116
3599,2117
3606,2118
3608,2119
3614,2120
3615,2121
3616,2122
3617,2123
3618,2124
3623,2125
3624,2126
3626,2127
3627,2128
3628,2129
3629,2130
3632,2131
3633,2132
3634,2133
3635,2134
3637,2135
3638,2136
3639,2137
3640,2138
3641,2139
3643,2140
3646,2141
3648,2142
3649,2143
3653,2144
3654,2145
3655,2146
3668,2147
3671,2148
3672,2149
3673,2150
3674,2151
3675,2152
3676,2153
3677,2154
3678,2155
3679,2156
3681,2157
3682,2158
3683,2159
3684,2160
3685,2161
3686,2162
3687,2163
3688,2164
3696,2165
3697,2166
3698,2167
3699,2168
3701,2169
3702,2170
3703,2171
3704,2172
3706,2173
3707,2174
3708,2175
3711,2176
3713,2177
3715,2178
3717,2179
3719,2180
3720,2181
3723,2182
3724,2183
3725,2184
3726,2185
3727,2186
3728,2187
3729,2188
3730,2189
3732,2190
3733,2191
3735,2192
3737,2193
3738,2194
3740,2195
3741,2196
3742,2197
3744,2198
3745,2199
3746,2200
3747,2201
3751,2202
3752,2203
3753,2204
3754,2205
3755,2206
3756,2207
3758,2208
3760,2209
3761,2210
3763,2211
3769,2212
3770,2213
3771,2214
3783,2215
3784,2216
3785,2217
3787,2218
3788,2219
3790,2220
3791,2221
3792,2222
3793,2223
3795,2224
3797,2225
3798,2226
3801,2227
3808,2228
3809,2229
3811,2230
3812,2231
3813,2232
3814,2233
3816,2234
3819,2235
3821,2236
3822,2237
3823,2238
3824,2239
3825,2240
3826,2241
3827,2242
3831,2243
3832,2244
3835,2245
3836,2246
3837,2247
3840,2248
3841,2249
3843,2250
3844,2251
3846,2252
3849,2253
3851,2254
3852,2255
3855,2256
3857,2257
3858,2258
3859,2259
3861,2260
3862,2261
3863,2262
3864,2263
3865,2264
3868,2265
3869,2266
3871,2267
3873,2268
3877,2269
3882,2270
3888,2271
3893,2272
3894,2273
3897,2274
3900,2275
3910,2276
3911,2277
3912,2278
3914,2279
3915,2280
3916,2281
3917,2282
3918,2283
3920,2284
3925,2285
3927,2286
3928,2287
3932,2288
3937,2289
3939,2290
3940,2291
3941,2292
3942,2293
3943,2294
3946,2295
3947,2296
3948,2297
3949,2298
3950,2299
3951,2300
3952,2301
3959,2302
3963,2303
3967,2304
3968,2305
3969,2306
3972,2307
3977,2308
3978,2309
3979,2310
3980,2311
3981,2312
3983,2313
3984,2314
3985,2315
3986,2316
3987,2317
3988,2318
3989,2319
3990,2320
3992,2321
3993,2322
3994,2323
3996,2324
3998,2325
3999,2326
4002,2327
4003,2328
4005,2329
4006,2330
4007,2331
4008,2332
4010,2333
4011,2334
4014,2335
4015,2336
4016,2337
4017,2338
4018,2339
4019,2340
4020,2341
4021,2342
4022,2343
4023,2344
4025,2345
4027,2346
4029,2347
4032,2348
4033,2349
4034,2350
4036,2351
4037,2352
4039,2353
4041,2354
4042,2355
4043,2356
4046,2357
4047,2358
4052,2359
4054,2360
4055,2361
4056,2362
4061,2363
4062,2364
4063,2365
4066,2366
4067,2367
4068,2368
4069,2369
4077,2370
4078,2371
4079,2372
4083,2373
4084,2374
4085,2375
4086,2376
4090,2377
4102,2378
4103,2379
4105,2380
4109,2381
4113,2382
4116,2383
4117,2384
4121,2385
4126,2386
4128,2387
4132,2388
4135,2389
4142,2390
4144,2391
4146,2392
4147,2393
4148,2394
4149,2395
4152,2396
4153,2397
4154,2398
4155,2399
4157,2400
4158,2401
4159,2402
4160,2403
4161,2404
4164,2405
4167,2406
4168,2407
4171,2408
4175,2409
4178,2410
4180,2411
4184,2412
4187,2413
4190,2414
4191,2415
4193,2416
4195,2417
4200,2418
4203,2419
4205,2420
4210,2421
4211,2422
4214,2423
4217,2424
4219,2425
4220,2426
4223,2427
4225,2428
4226,2429
4231,2430
4232,2431
4234,2432
4235,2433
4237,2434
4238,2435
4239,2436
4243,2437
4246,2438
4247,2439
4248,2440
4254,2441
4255,2442
4256,2443
4259,2444
4262,2445
4263,2446
4265,2447
4267,2448
4270,2449
4273,2450
4275,2451
4276,2452
4278,2453
4280,2454
4285,2455
4289,2456
4291,2457
4292,2458
4293,2459
4294,2460
4296,2461
4297,2462
4298,2463
4299,2464
4300,2465
4304,2466
4306,2467
4307,2468
4308,2469
4310,2470
4312,2471
4321,2472
4322,2473
4323,2474
4325,2475
4326,2476
4327,2477
4329,2478
4333,2479
4334,2480
4337,2481
4338,2482
4339,2483
4343,2484
4344,2485
4345,2486
4347,2487
4349,2488
4350,2489
4351,2490
4356,2491
4357,2492
4359,2493
4361,2494
4366,2495
4367,2496
4369,2497
4370,2498
4372,2499
4373,2500
4374,2501
4378,2502
4380,2503
4381,2504
4383,2505
4386,2506
4387,2507
4388,2508
4389,2509
4390,2510
4393,2511
4395,2512
4396,2513
4399,2514
4402,2515
4404,2516
4406,2517
4407,2518
4410,2519
4419,2520
4422,2521
4424,2522
4426,2523
4427,2524
4428,2525
4429,2526
4432,2527
4433,2528
4434,2529
4437,2530
4438,2531
4439,2532
4440,2533
4441,2534
4442,2535
4444,2536
4445,2537
4446,2538
4447,2539
4448,2540
4450,2541
4452,2542
4454,2543
4458,2544
4459,2545
4464,2546
4465,2547
4467,2548
4470,2549
4474,2550
4475,2551
4476,2552
4477,2553
4478,2554
4482,2555
4484,2556
4487,2557
4488,2558
4489,2559
4495,2560
4498,2561
4499,2562
4500,2563
4508,2564
4509,2565
4516,2566
4518,2567
4519,2568
4523,2569
4526,2570
4529,2571
4535,2572
4537,2573
4541,2574
4544,2575
4545,2576
4546,2577
4553,2578
4562,2579
4564,2580
4571,2581
4572,2582
4577,2583
4581,2584
4583,2585
4585,2586
4600,2587
4605,2588
4611,2589
4612,2590
4615,2591
4616,2592
4617,2593
4621,2594
4623,2595
4626,2596
4628,2597
4634,2598
4638,2599
4639,2600
4640,2601
4641,2602
